gisjn_ua,name_ua,fips_ua,STATE,Region,Division,year,99cent,dg,grocer,super,walmart,dg_add,grocer_drop,super_drop
G22555,"Dayton, TN",22555,Tennessee,South Region,East South Central Division,Y2016,0,2,4,3,1,0,0,1
G22582,"Dayton, TX",22582,Texas,South Region,West South Central Division,Y2016,0,2,1,2,0,0,0,0
G22744,"Decatur, IN",22744,Indiana,Midwest Region,East North Central Division,Y2016,0,2,0,2,1,0,0,1
G22771,"Decatur, TX",22771,Texas,South Region,West South Central Division,Y2016,0,1,2,2,1,0,0,0
G22879,"Defiance, OH",22879,Ohio,Midwest Region,East North Central Division,Y2016,0,2,1,5,1,0,0,0
G22933,"De Funiak Springs, FL",22933,Florida,South Region,South Atlantic Division,Y2016,0,1,1,2,0,0,0,0
G23095,"Delhi, LA",23095,Louisiana,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G23149,"Delphi, IN",23149,Indiana,Midwest Region,East North Central Division,Y2016,0,1,1,1,0,0,0,0
G23203,"Del Rio, TX",23203,Texas,South Region,West South Central Division,Y2016,0,3,5,2,0,0,0,0
G23257,"Delta, OH",23257,Ohio,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G23338,"Deming, NM",23338,New Mexico,West Region,Mountain Division,Y2016,0,2,1,3,1,0,0,0
G23365,"Demopolis, AL",23365,Alabama,South Region,East South Central Division,Y2016,0,1,2,1,0,0,0,0
G23419,"Denison, IA",23419,Iowa,Midwest Region,West North Central Division,Y2016,0,1,3,2,1,0,0,1
G23473,"Denton, MD",23473,Maryland,South Region,South Atlantic Division,Y2016,0,1,0,2,1,0,0,0
G23554,"Denver City, TX",23554,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G23608,"De Queen, AR",23608,Arkansas,South Region,West South Central Division,Y2016,0,1,3,1,0,0,0,0
G23635,"DeQuincy, LA",23635,Louisiana,South Region,West South Central Division,Y2016,0,1,0,2,0,0,0,0
G23662,"DeRidder, LA",23662,Louisiana,South Region,West South Central Division,Y2016,0,4,0,4,1,0,0,0
G23716,"Desert Hot Springs, CA",23716,California,West Region,Pacific Division,Y2016,0,1,4,5,0,0,0,0
G23797,"De Soto, MO",23797,Missouri,Midwest Region,West North Central Division,Y2016,0,1,0,2,0,0,0,0
G23959,"DeWitt, AR",23959,Arkansas,South Region,West South Central Division,Y2016,0,1,1,1,0,0,0,0
G24013,"Dexter, MO",24013,Missouri,Midwest Region,West North Central Division,Y2016,0,1,1,3,1,0,0,0
G24067,"Diboll, TX",24067,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G24121,"Dickson, TN",24121,Tennessee,South Region,East South Central Division,Y2016,0,5,1,7,1,1,0,1
G24148,"Dilley, TX",24148,Texas,South Region,West South Central Division,Y2016,0,1,0,0,0,0,0,0
G24202,"Dillon, SC",24202,South Carolina,South Region,South Atlantic Division,Y2016,0,2,3,2,0,0,0,0
G24229,"Dimmitt, TX",24229,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G24310,"Dixon, IL",24310,Illinois,Midwest Region,East North Central Division,Y2016,0,2,2,2,0,0,0,0
G24337,"Dodge City, KS",24337,Kansas,Midwest Region,West North Central Division,Y2016,0,1,2,5,1,0,0,0
G24391,"Donaldsonville, LA",24391,Louisiana,South Region,West South Central Division,Y2016,0,1,3,1,0,0,0,0
G24445,"Dos Palos, CA",24445,California,West Region,Pacific Division,Y2016,0,1,1,1,0,0,0,0
G24499,"Douglas, AZ",24499,Arizona,West Region,Mountain Division,Y2016,0,2,5,1,0,0,0,0
G24526,"Douglas, GA",24526,Georgia,South Region,South Atlantic Division,Y2016,0,4,4,5,1,0,0,0
G24539,"Douglas, MI",24539,Michigan,Midwest Region,East North Central Division,Y2016,0,1,0,0,0,0,0,0
G24634,"Dowagiac, MI",24634,Michigan,Midwest Region,East North Central Division,Y2016,0,1,0,3,0,0,0,0
G24715,"Dublin, GA",24715,Georgia,South Region,South Atlantic Division,Y2016,0,5,3,6,0,0,0,0
G24769,"Dublin, TX",24769,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G24796,"DuBois, PA",24796,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2016,0,2,3,6,0,0,0,0
G24877,"Dumas, AR",24877,Arkansas,South Region,West South Central Division,Y2016,0,1,1,2,0,0,1,0
G24904,"Dumas, TX",24904,Texas,South Region,West South Central Division,Y2016,0,1,1,3,1,0,0,0
G24931,"Duncan, OK",24931,Oklahoma,South Region,West South Central Division,Y2016,0,3,2,1,0,0,1,0
G24958,"Dundee, MI",24958,Michigan,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G25012,"Dunkirk--Fredonia, NY",25012,New York,Northeast Region,Middle Atlantic Division,Y2016,0,3,2,5,1,0,0,0
G25039,"Dunn, NC",25039,North Carolina,South Region,South Atlantic Division,Y2016,0,1,1,5,0,0,0,0
G25093,"Du Quoin, IL",25093,Illinois,Midwest Region,East North Central Division,Y2016,0,1,0,2,1,0,0,0
G25120,"Durand, MI",25120,Michigan,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G25174,"Durant, MS",25174,Mississippi,South Region,East South Central Division,Y2016,0,1,0,0,0,0,0,0
G25201,"Durant, OK",25201,Oklahoma,South Region,West South Central Division,Y2016,0,4,1,3,1,0,0,0
G25282,"Dyer, TN",25282,Tennessee,South Region,East South Central Division,Y2016,0,1,1,1,0,0,0,0
G25309,"Dyersburg, TN",25309,Tennessee,South Region,East South Central Division,Y2016,0,6,1,5,1,0,0,0
G25336,"Dyersville, IA",25336,Iowa,Midwest Region,West North Central Division,Y2016,0,1,0,2,0,0,0,0
G25417,"Eagle Grove, IA",25417,Iowa,Midwest Region,West North Central Division,Y2016,0,1,1,1,0,0,0,0
G25444,"Eagle Lake, TX",25444,Texas,South Region,West South Central Division,Y2016,0,1,1,1,0,0,1,0
G25498,"Eagle Pass, TX",25498,Texas,South Region,West South Central Division,Y2016,0,5,6,3,1,0,0,1
G25579,"Earlimart, CA",25579,California,West Region,Pacific Division,Y2016,0,2,7,2,0,1,1,0
G25687,"East Liverpool, OH--WV--PA",25687,Ohio,Midwest Region,East North Central Division,Y2016,0,5,0,8,1,0,1,0
G25714,"Eastman, GA",25714,Georgia,South Region,South Atlantic Division,Y2016,0,2,1,3,1,0,0,0
G25768,"East Palestine, OH",25768,Ohio,Midwest Region,East North Central Division,Y2016,0,1,1,1,0,0,0,0
G25795,"East Prairie, MO",25795,Missouri,Midwest Region,West North Central Division,Y2016,0,1,0,1,0,0,0,0
G25813,"East Quincy, CA",25813,California,West Region,Pacific Division,Y2016,0,1,0,2,0,0,0,0
G25903,"East Troy, WI",25903,Wisconsin,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G25930,"Eaton, CO",25930,Colorado,West Region,Mountain Division,Y2016,0,1,0,1,0,0,0,0
G25957,"Eaton, OH",25957,Ohio,Midwest Region,East North Central Division,Y2016,0,2,0,3,0,0,0,0
G25984,"Eaton Rapids, MI",25984,Michigan,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G26011,"Eatonton, GA",26011,Georgia,South Region,South Atlantic Division,Y2016,0,1,1,1,0,0,0,0
G26092,"Eden, NC",26092,North Carolina,South Region,South Atlantic Division,Y2016,0,4,3,4,1,0,0,0
G26119,"Edenton, NC",26119,North Carolina,South Region,South Atlantic Division,Y2016,0,2,0,1,0,0,0,0
G26146,"Edgefield, SC",26146,South Carolina,South Region,South Atlantic Division,Y2016,0,1,2,0,0,0,0,0
G26227,"Edinboro, PA",26227,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G26254,"Edna, TX",26254,Texas,South Region,West South Central Division,Y2016,0,1,0,2,1,0,0,0
G26308,"Effingham, IL",26308,Illinois,Midwest Region,East North Central Division,Y2016,0,3,1,5,1,0,0,0
G26362,"Elberton, GA",26362,Georgia,South Region,South Atlantic Division,Y2016,0,2,0,2,1,0,0,0
G26389,"El Campo, TX",26389,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G26443,"Eldon, MO",26443,Missouri,Midwest Region,West North Central Division,Y2016,0,1,1,3,1,0,0,1
G26470,"El Dorado, AR",26470,Arkansas,South Region,West South Central Division,Y2016,0,4,1,4,1,1,0,0
G26497,"Eldorado, IL",26497,Illinois,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G26524,"El Dorado, KS",26524,Kansas,Midwest Region,West North Central Division,Y2016,0,2,0,2,1,0,0,0
G26632,"Electra, TX",26632,Texas,South Region,West South Central Division,Y2016,0,1,1,0,0,0,0,0
G26659,"Elgin, TX",26659,Texas,South Region,West South Central Division,Y2016,0,1,1,0,0,0,0,0
G26686,"Elizabeth City, NC",26686,North Carolina,South Region,South Atlantic Division,Y2016,0,3,2,4,0,1,0,0
G26713,"Elizabethtown, NC",26713,North Carolina,South Region,South Atlantic Division,Y2016,0,2,2,3,1,0,0,1
G26767,"Elk City, OK",26767,Oklahoma,South Region,West South Central Division,Y2016,0,2,0,2,0,0,0,0
G26848,"Elkin, NC",26848,North Carolina,South Region,South Atlantic Division,Y2016,0,2,2,4,0,0,0,0
G26875,"Elkins, WV",26875,West Virginia,South Region,South Atlantic Division,Y2016,0,4,3,5,1,1,0,1
G27010,"Ellenville, NY",27010,New York,Northeast Region,Middle Atlantic Division,Y2016,0,1,2,2,1,0,0,0
G27037,"Ellijay, GA",27037,Georgia,South Region,South Atlantic Division,Y2016,0,1,2,3,0,0,0,0
G27085,"Ellwood City, PA",27085,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2016,0,2,0,2,0,0,0,0
G27172,"Elmwood, IL",27172,Illinois,Midwest Region,East North Central Division,Y2016,0,1,0,0,0,0,0,0
G27226,"El Paso, IL",27226,Illinois,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G27280,"El Reno, OK",27280,Oklahoma,South Region,West South Central Division,Y2016,0,2,0,3,1,0,0,0
G27307,"Elwood, IN",27307,Indiana,Midwest Region,East North Central Division,Y2016,0,1,1,3,0,0,0,0
G27334,"Ely, MN",27334,Minnesota,Midwest Region,West North Central Division,Y2016,0,1,0,2,0,0,0,0
G27496,"Emmitsburg, MD--PA",27496,Maryland,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G27523,"Emporia, KS",27523,Kansas,Midwest Region,West North Central Division,Y2016,0,2,1,5,1,0,0,0
G27550,"Emporia, VA",27550,Virginia,South Region,South Atlantic Division,Y2016,0,2,2,2,1,0,0,0
G27592,"Enfield, NC",27592,North Carolina,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G27604,"England, AR",27604,Arkansas,South Region,West South Central Division,Y2016,0,1,1,1,0,0,0,0
G27631,"Enid, OK",27631,Oklahoma,South Region,West South Central Division,Y2016,0,7,3,12,2,1,0,0
G27658,"Ennis, TX",27658,Texas,South Region,West South Central Division,Y2016,0,1,1,3,1,0,0,0
G27685,"Enterprise, AL",27685,Alabama,South Region,East South Central Division,Y2016,0,5,4,8,1,0,0,0
G27793,"Erwin, TN",27793,Tennessee,South Region,East South Central Division,Y2016,0,2,0,2,0,0,0,0
G27820,"Escalon, CA",27820,California,West Region,Pacific Division,Y2016,0,1,2,1,0,0,0,0
G27874,"Espanola, NM",27874,New Mexico,West Region,Mountain Division,Y2016,0,2,4,3,1,1,0,0
G27955,"Estherville, IA",27955,Iowa,Midwest Region,West North Central Division,Y2016,0,1,0,2,0,0,0,0
G28009,"Etowah, TN",28009,Tennessee,South Region,East South Central Division,Y2016,0,1,1,2,0,0,0,1
G28090,"Eufaula, AL--GA",28090,Alabama,South Region,East South Central Division,Y2016,0,2,0,3,0,0,0,0
G28144,"Eunice, LA",28144,Louisiana,South Region,West South Central Division,Y2016,0,2,3,4,1,0,0,0
G28171,"Eunice, NM",28171,New Mexico,West Region,Mountain Division,Y2016,0,1,0,1,0,0,0,0
G28225,"Eureka, IL",28225,Illinois,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G28387,"Evarts, KY",28387,Kentucky,South Region,East South Central Division,Y2016,0,1,0,1,0,0,0,0
G28414,"Everett, PA",28414,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G28431,"Evergreen, AL",28431,Alabama,South Region,East South Central Division,Y2016,0,1,0,1,0,0,0,0
G28495,"Excelsior Springs, MO",28495,Missouri,Midwest Region,West North Central Division,Y2016,0,1,1,1,0,0,0,0
G28624,"Fairdale, PA",28624,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G28684,"Fairfield, IL",28684,Illinois,Midwest Region,East North Central Division,Y2016,0,1,1,1,0,0,0,0
G28738,"Fairfield, TX",28738,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G28765,"Fairfield Glade, TN",28765,Tennessee,South Region,East South Central Division,Y2016,0,1,0,0,0,0,0,0
G28819,"Fair Haven, VT",28819,Vermont,Northeast Region,New England Division,Y2016,0,1,1,0,0,0,0,0
G28860,"Fairmont, NC",28860,North Carolina,South Region,South Atlantic Division,Y2016,0,1,1,3,0,0,0,1
G28873,"Fairmont, WV",28873,West Virginia,South Region,South Atlantic Division,Y2016,0,4,1,7,1,0,0,1
G28954,"Fairview, TN",28954,Tennessee,South Region,East South Central Division,Y2016,0,1,0,0,0,0,0,1
G29008,"Falfurrias, TX",29008,Texas,South Region,West South Central Division,Y2016,0,2,0,1,0,0,0,0
G29062,"Falls City, NE",29062,Nebraska,Midwest Region,West North Central Division,Y2016,0,1,0,1,0,0,0,0
G29143,"Farmersville, TX",29143,Texas,South Region,West South Central Division,Y2016,0,1,0,0,0,0,1,0
G29170,"Farmerville, LA",29170,Louisiana,South Region,West South Central Division,Y2016,0,1,0,3,1,0,0,0
G29251,"Farmington, MO",29251,Missouri,Midwest Region,West North Central Division,Y2016,0,6,2,8,2,0,0,0
G29305,"Farmville, NC",29305,North Carolina,South Region,South Atlantic Division,Y2016,0,1,1,2,0,0,0,0
G29332,"Farmville, VA",29332,Virginia,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G29359,"Fayette, AL",29359,Alabama,South Region,East South Central Division,Y2016,0,1,1,0,0,0,0,0
G29413,"Fayette, MO",29413,Missouri,Midwest Region,West North Central Division,Y2016,0,1,0,1,0,0,0,0
G29467,"Fayetteville, TN",29467,Tennessee,South Region,East South Central Division,Y2016,0,1,1,2,0,0,0,0
G29521,"Federalsburg, MD",29521,Maryland,South Region,South Atlantic Division,Y2016,0,1,1,1,0,0,0,0
G29548,"Fellsmere, FL",29548,Florida,South Region,South Atlantic Division,Y2016,0,1,4,0,0,0,0,0
G29602,"Fernandina Beach, FL",29602,Florida,South Region,South Atlantic Division,Y2016,0,1,1,8,2,0,0,0
G29683,"Ferriday, LA",29683,Louisiana,South Region,West South Central Division,Y2016,0,1,0,1,0,0,1,0
G29710,"Fillmore, CA",29710,California,West Region,Pacific Division,Y2016,0,1,4,2,0,0,0,0
G29737,"Findlay, OH",29737,Ohio,Midwest Region,East North Central Division,Y2016,0,3,2,9,2,0,0,0
G29791,"Fitzgerald, GA",29791,Georgia,South Region,South Atlantic Division,Y2016,0,2,3,2,1,0,0,0
G29845,"Flemingsburg, KY",29845,Kentucky,South Region,East South Central Division,Y2016,0,1,0,2,0,0,0,0
G29899,"Flora, IL",29899,Illinois,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,1
G29980,"Florence, AZ",29980,Arizona,West Region,Mountain Division,Y2016,0,1,1,0,0,0,0,0
G30007,"Florence, CO",30007,Colorado,West Region,Mountain Division,Y2016,0,1,0,1,0,0,0,0
G30088,"Floresville, TX",30088,Texas,South Region,West South Central Division,Y2016,0,1,0,2,1,0,0,0
G30142,"Floydada, TX",30142,Texas,South Region,West South Central Division,Y2016,0,1,1,0,0,0,0,0
G30171,"Foley, AL",30171,Alabama,South Region,East South Central Division,Y2016,0,4,2,9,2,0,0,0
G30196,"Folkston, GA",30196,Georgia,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G30250,"Fordyce, AR",30250,Arkansas,South Region,West South Central Division,Y2016,0,1,0,2,1,0,0,0
G30277,"Forest, MS",30277,Mississippi,South Region,East South Central Division,Y2016,0,2,0,2,0,0,0,0
G30304,"Forest City, IA",30304,Iowa,Midwest Region,West North Central Division,Y2016,0,1,1,1,0,0,0,0
G30331,"Forest City, NC",30331,North Carolina,South Region,South Atlantic Division,Y2016,0,7,3,8,1,0,1,0
G30439,"Forney, TX",30439,Texas,South Region,West South Central Division,Y2016,0,1,0,4,1,0,0,0
G30466,"Forrest City, AR",30466,Arkansas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G30493,"Forsyth, GA",30493,Georgia,South Region,South Atlantic Division,Y2016,0,1,0,3,1,0,0,0
G30520,"Forsyth, MO",30520,Missouri,Midwest Region,West North Central Division,Y2016,0,1,2,1,0,0,0,0
G30601,"Fort Branch, IN",30601,Indiana,Midwest Region,East North Central Division,Y2016,0,2,0,1,0,0,1,0
G30682,"Fort Dodge, IA",30682,Iowa,Midwest Region,West North Central Division,Y2016,0,1,0,5,1,0,0,1
G30748,"Fort Leonard Wood, MO",30748,Missouri,Midwest Region,West North Central Division,Y2016,0,2,1,2,1,0,0,0
G30763,"Fort Madison, IA--IL",30763,Iowa,Midwest Region,West North Central Division,Y2016,0,2,0,3,0,0,0,0
G30790,"Fort Meade, FL",30790,Florida,South Region,South Atlantic Division,Y2016,0,1,0,0,0,0,0,0
G30817,"Fort Morgan, CO",30817,Colorado,West Region,Mountain Division,Y2016,0,1,4,3,1,0,1,0
G30844,"Fort Payne, AL",30844,Alabama,South Region,East South Central Division,Y2016,0,3,4,1,0,0,0,0
G30858,"Fort Plain, NY",30858,New York,Northeast Region,Middle Atlantic Division,Y2016,0,1,2,2,0,0,0,0
G30898,"Fort Scott, KS",30898,Kansas,Midwest Region,West North Central Division,Y2016,0,1,3,1,0,0,0,0
G30952,"Fort Stockton, TX",30952,Texas,South Region,West South Central Division,Y2016,0,1,0,2,1,0,0,0
G30979,"Fortuna, CA",30979,California,West Region,Pacific Division,Y2016,0,1,1,3,0,0,0,0
G31033,"Fort Valley, GA",31033,Georgia,South Region,South Atlantic Division,Y2016,0,1,2,3,0,0,0,0
G31114,"Fostoria, OH",31114,Ohio,Midwest Region,East North Central Division,Y2016,0,2,3,3,0,0,0,0
G31150,"Four Corners, FL",31150,Florida,South Region,South Atlantic Division,Y2016,0,2,0,4,1,0,0,0
G31195,"Frankenmuth, MI",31195,Michigan,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G31222,"Frankfort, IN",31222,Indiana,Midwest Region,East North Central Division,Y2016,0,2,3,4,0,0,0,0
G31249,"Frankfort, KY",31249,Kentucky,South Region,East South Central Division,Y2016,0,3,2,5,1,0,0,0
G31276,"Franklin, KY",31276,Kentucky,South Region,East South Central Division,Y2016,0,2,0,2,0,0,0,0
G31303,"Franklin, LA",31303,Louisiana,South Region,West South Central Division,Y2016,0,1,1,2,1,0,0,1
G31330,"Franklin, NH",31330,New Hampshire,Northeast Region,New England Division,Y2016,0,1,0,3,1,0,0,0
G31384,"Franklin, NC",31384,North Carolina,South Region,South Atlantic Division,Y2016,0,3,3,3,0,1,0,0
G31438,"Franklin, VA",31438,Virginia,South Region,South Atlantic Division,Y2016,0,1,0,3,1,0,0,0
G31450,"Franklin--Highland Lake, NJ",31450,New Jersey,Northeast Region,Middle Atlantic Division,Y2016,0,2,0,5,1,1,0,1
G31465,"Franklinton, LA",31465,Louisiana,South Region,West South Central Division,Y2016,0,1,1,4,0,0,0,0
G31492,"Frazier Park, CA",31492,California,West Region,Pacific Division,Y2016,0,1,0,1,0,1,0,0
G31546,"Frederick, OK",31546,Oklahoma,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G31573,"Fredericksburg, TX",31573,Texas,South Region,West South Central Division,Y2016,0,1,0,2,1,0,0,0
G31627,"Fredericktown, MO",31627,Missouri,Midwest Region,West North Central Division,Y2016,0,2,1,1,0,0,0,0
G31681,"Freeport, IL",31681,Illinois,Midwest Region,East North Central Division,Y2016,0,2,3,5,1,0,0,0
G31762,"Fremont, NE",31762,Nebraska,Midwest Region,West North Central Division,Y2016,0,2,1,3,1,0,0,0
G31789,"Fremont, OH",31789,Ohio,Midwest Region,East North Central Division,Y2016,0,2,3,5,1,0,1,0
G31897,"Fritch, TX",31897,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G31924,"Front Royal, VA",31924,Virginia,South Region,South Atlantic Division,Y2016,0,1,1,3,0,0,0,0
G31978,"Frostproof, FL",31978,Florida,South Region,South Atlantic Division,Y2016,0,2,0,0,0,1,0,0
G32032,"Fulton, KY--TN",32032,Kentucky,South Region,East South Central Division,Y2016,0,1,0,3,1,0,0,1
G32086,"Fulton, MO",32086,Missouri,Midwest Region,West North Central Division,Y2016,0,1,0,2,1,0,0,0
G32140,"Gaffney, SC",32140,South Carolina,South Region,South Atlantic Division,Y2016,0,4,1,7,1,0,0,0
G32221,"Gainesville, TX",32221,Texas,South Region,West South Central Division,Y2016,0,1,2,3,1,0,0,0
G32329,"Galesburg, IL",32329,Illinois,Midwest Region,East North Central Division,Y2016,0,3,4,6,1,0,0,0
G32356,"Galion, OH",32356,Ohio,Midwest Region,East North Central Division,Y2016,0,2,2,3,0,0,0,0
G32383,"Galliano--Larose--Cut Off, LA",32383,Louisiana,South Region,West South Central Division,Y2016,0,4,0,3,1,0,0,1
G32437,"Gallup, NM",32437,New Mexico,West Region,Mountain Division,Y2016,0,2,1,7,0,0,1,0
G32491,"Galveston, TX",32491,Texas,South Region,West South Central Division,Y2016,0,1,2,6,1,0,0,0
G32518,"Garden City, KS",32518,Kansas,Midwest Region,West North Central Division,Y2016,0,2,1,6,2,0,0,0
G32599,"Garner, IA",32599,Iowa,Midwest Region,West North Central Division,Y2016,0,1,0,1,0,0,0,0
G32626,"Garnett, KS",32626,Kansas,Midwest Region,West North Central Division,Y2016,0,1,0,2,0,0,0,0
G32637,"Garrettsville, OH",32637,Ohio,Midwest Region,East North Central Division,Y2016,0,1,2,2,0,0,0,0
G32707,"Gatesville, TX",32707,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G32720,"Gautier, MS",32720,Mississippi,South Region,East South Central Division,Y2016,0,1,0,0,0,0,0,0
G32734,"Gaylord, MI",32734,Michigan,Midwest Region,East North Central Division,Y2016,0,1,0,5,1,0,1,0
G32761,"Geneseo, IL",32761,Illinois,Midwest Region,East North Central Division,Y2016,0,1,1,2,1,0,0,0
G32842,"Geneva, NY",32842,New York,Northeast Region,Middle Atlantic Division,Y2016,0,2,1,5,1,0,1,0
G32850,"Geneva, OH",32850,Ohio,Midwest Region,East North Central Division,Y2016,0,1,1,2,0,0,1,0
G32869,"Genoa, IL",32869,Illinois,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,1
G32896,"Genoa, OH",32896,Ohio,Midwest Region,East North Central Division,Y2016,0,1,0,0,0,0,0,0
G32950,"Georgetown, DE",32950,Delaware,South Region,South Atlantic Division,Y2016,0,2,1,3,1,0,0,0
G32977,"Georgetown, KY",32977,Kentucky,South Region,East South Central Division,Y2016,0,1,0,3,0,0,0,1
G33004,"Georgetown, OH",33004,Ohio,Midwest Region,East North Central Division,Y2016,0,1,1,1,0,0,0,0
G33031,"Georgetown, SC",33031,South Carolina,South Region,South Atlantic Division,Y2016,0,2,0,4,1,0,0,1
G33166,"Gibson City, IL",33166,Illinois,Midwest Region,East North Central Division,Y2016,0,1,1,1,0,0,0,0
G33220,"Gillespie, IL",33220,Illinois,Midwest Region,East North Central Division,Y2016,0,1,1,1,0,0,0,0
G33274,"Gilman, IL",33274,Illinois,Midwest Region,East North Central Division,Y2016,0,1,2,0,0,0,0,0
G33301,"Gilmer, TX",33301,Texas,South Region,West South Central Division,Y2016,0,1,0,2,1,0,0,0
G33355,"Girard, KS",33355,Kansas,Midwest Region,West North Central Division,Y2016,0,1,1,0,0,0,0,0
G33409,"Gladwin, MI",33409,Michigan,Midwest Region,East North Central Division,Y2016,0,2,2,2,0,0,0,0
G33436,"Glasgow, KY",33436,Kentucky,South Region,East South Central Division,Y2016,0,2,4,6,0,0,0,0
G33544,"Glennville, GA",33544,Georgia,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G33612,"Glenville, WV",33612,West Virginia,South Region,South Atlantic Division,Y2016,0,1,0,0,0,0,0,0
G33625,"Glenwood, IA",33625,Iowa,Midwest Region,West North Central Division,Y2016,0,1,0,2,0,0,0,0
G33679,"Globe, AZ",33679,Arizona,West Region,Mountain Division,Y2016,0,1,0,4,1,0,0,0
G33695,"Gloucester Courthouse, VA",33695,Virginia,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G33706,"Glouster, OH",33706,Ohio,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G33733,"Gloversville, NY",33733,New York,Northeast Region,Middle Atlantic Division,Y2016,0,4,2,5,1,0,0,0
G33868,"Gonzales, TX",33868,Texas,South Region,West South Central Division,Y2016,0,1,0,2,1,0,0,0
G33938,"Goodrich, MI",33938,Michigan,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G34003,"Gothenburg, NE",34003,Nebraska,Midwest Region,West North Central Division,Y2016,0,1,0,1,0,0,0,0
G34030,"Gouverneur, NY",34030,New York,Northeast Region,Middle Atlantic Division,Y2016,0,1,0,2,0,0,0,0
G34111,"Grafton, WV",34111,West Virginia,South Region,South Atlantic Division,Y2016,0,1,2,1,0,0,0,0
G34138,"Graham, TX",34138,Texas,South Region,West South Central Division,Y2016,0,1,0,2,1,0,0,0
G34151,"Gramercy--Lutcher, LA",34151,Louisiana,South Region,West South Central Division,Y2016,0,3,1,3,0,0,0,0
G34165,"Granbury, TX",34165,Texas,South Region,West South Central Division,Y2016,0,3,1,8,1,0,0,0
G34354,"Grand Saline, TX",34354,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G34478,"Granite Shoals, TX",34478,Texas,South Region,West South Central Division,Y2016,0,1,0,0,0,0,0,0
G34489,"Grants, NM",34489,New Mexico,West Region,Mountain Division,Y2016,0,2,0,2,0,0,0,0
G34554,"Grantville, GA",34554,Georgia,South Region,South Atlantic Division,Y2016,0,1,0,0,0,0,0,0
G34570,"Granville, NY--VT",34570,New York,Northeast Region,Middle Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G34597,"Grass Valley, CA",34597,California,West Region,Pacific Division,Y2016,0,1,2,9,0,0,1,0
G34613,"Gray, GA",34613,Georgia,South Region,South Atlantic Division,Y2016,0,1,0,2,0,0,0,0
G34624,"Grayling, MI",34624,Michigan,Midwest Region,East North Central Division,Y2016,0,1,0,3,0,0,0,0
G34651,"Grayson, KY",34651,Kentucky,South Region,East South Central Division,Y2016,0,2,0,3,0,0,0,0
G34705,"Great Bend, KS",34705,Kansas,Midwest Region,West North Central Division,Y2016,0,2,1,3,1,0,0,0
G34840,"Greencastle, IN",34840,Indiana,Midwest Region,East North Central Division,Y2016,0,2,1,3,1,0,0,0
G34894,"Greeneville, TN",34894,Tennessee,South Region,East South Central Division,Y2016,0,6,4,10,1,1,0,0
G34975,"Greenfield, MA",34975,Massachusetts,Northeast Region,New England Division,Y2016,0,1,1,5,0,0,0,0
G35002,"Greenfield, OH",35002,Ohio,Midwest Region,East North Central Division,Y2016,0,1,0,2,0,0,0,0
G35029,"Green Forest, AR",35029,Arkansas,South Region,West South Central Division,Y2016,0,1,1,1,0,0,0,0
