gisjn_ua,name_ua,fips_ua,STATE,Region,Division,year,99cent,dg,grocer,super,walmart,dg_add,grocer_drop,super_drop
G35191,"Greensburg, IN",35191,Indiana,Midwest Region,East North Central Division,Y2016,0,1,2,3,1,0,0,0
G35218,"Greentown, IN",35218,Indiana,Midwest Region,East North Central Division,Y2016,0,1,1,0,0,1,0,0
G35272,"Greenville, AL",35272,Alabama,South Region,East South Central Division,Y2016,0,2,2,2,0,0,0,0
G35299,"Greenville, IL",35299,Illinois,Midwest Region,East North Central Division,Y2016,0,1,1,0,0,0,0,0
G35326,"Greenville, MI",35326,Michigan,Midwest Region,East North Central Division,Y2016,0,1,1,3,1,0,0,0
G35353,"Greenville, MS",35353,Mississippi,South Region,East South Central Division,Y2016,0,5,3,6,1,0,0,1
G35407,"Greenville, OH",35407,Ohio,Midwest Region,East North Central Division,Y2016,0,2,0,4,1,1,0,0
G35434,"Greenville, PA",35434,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2016,0,1,1,1,0,0,0,0
G35488,"Greenville, TX",35488,Texas,South Region,West South Central Division,Y2016,0,2,1,6,1,0,1,0
G35542,"Greenwood, AR",35542,Arkansas,South Region,West South Central Division,Y2016,0,1,0,2,1,0,0,0
G35569,"Greenwood, MS",35569,Mississippi,South Region,East South Central Division,Y2016,0,1,2,4,0,0,1,0
G35596,"Greenwood, SC",35596,South Carolina,South Region,South Atlantic Division,Y2016,0,6,5,11,2,1,0,0
G35623,"Grenada, MS",35623,Mississippi,South Region,East South Central Division,Y2016,0,2,1,2,0,0,0,0
G35677,"Gridley, CA",35677,California,West Region,Pacific Division,Y2016,0,1,0,3,0,0,0,0
G35704,"Grinnell, IA",35704,Iowa,Midwest Region,West North Central Division,Y2016,0,1,1,2,0,0,0,0
G35731,"Groesbeck, TX",35731,Texas,South Region,West South Central Division,Y2016,0,1,1,1,0,0,0,0
G35758,"Grottoes, VA",35758,Virginia,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G35785,"Grove, OK",35785,Oklahoma,South Region,West South Central Division,Y2016,0,1,2,2,1,0,0,0
G35812,"Grove City, PA",35812,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2016,0,1,1,2,1,0,0,0
G35974,"Gun Barrel City, TX",35974,Texas,South Region,West South Central Division,Y2016,0,2,0,1,1,0,0,0
G36055,"Gustine, CA",36055,California,West Region,Pacific Division,Y2016,0,1,1,0,0,0,0,0
G36109,"Guymon, OK",36109,Oklahoma,South Region,West South Central Division,Y2016,0,1,0,3,1,0,0,0
G36244,"Haleyville, AL",36244,Alabama,South Region,East South Central Division,Y2016,0,2,1,2,0,0,1,0
G36298,"Halls, TN",36298,Tennessee,South Region,East South Central Division,Y2016,0,1,0,1,0,0,0,0
G36325,"Hallsville, TX",36325,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G36352,"Hamburg, AR",36352,Arkansas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G36396,"Hamilton, AL",36396,Alabama,South Region,East South Central Division,Y2016,0,1,0,2,1,0,0,0
G36460,"Hamilton, TX",36460,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G36622,"Hampton, IA",36622,Iowa,Midwest Region,West North Central Division,Y2016,0,1,2,1,0,0,0,0
G36649,"Hampton, SC",36649,South Carolina,South Region,South Atlantic Division,Y2016,0,2,1,2,0,0,0,0
G36676,"Hanceville, AL",36676,Alabama,South Region,East South Central Division,Y2016,0,1,0,2,0,0,0,0
G36730,"Hannibal, MO",36730,Missouri,Midwest Region,West North Central Division,Y2016,0,2,1,3,1,0,0,0
G36798,"Hardeeville, SC",36798,South Carolina,South Region,South Atlantic Division,Y2016,0,1,1,1,0,0,0,0
G36838,"Harlan, IA",36838,Iowa,Midwest Region,West North Central Division,Y2016,0,1,0,2,0,0,0,0
G36865,"Harlan, KY",36865,Kentucky,South Region,East South Central Division,Y2016,0,2,1,5,1,0,0,0
G36878,"Harlem, GA",36878,Georgia,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G36919,"Harrah, OK",36919,Oklahoma,South Region,West South Central Division,Y2016,0,2,0,1,0,0,0,0
G36946,"Harriman--Kingston--Rockwood, TN",36946,Tennessee,South Region,East South Central Division,Y2016,0,5,2,7,1,1,0,0
G36973,"Harrington, DE",36973,Delaware,South Region,South Atlantic Division,Y2016,0,1,0,2,0,0,0,0
G37000,"Harrisburg, IL",37000,Illinois,Midwest Region,East North Central Division,Y2016,0,2,1,2,1,0,0,0
G37054,"Harrisburg, OR",37054,Oregon,West Region,Pacific Division,Y2016,0,1,0,0,0,NA,NA,NA
G37108,"Harrison, AR",37108,Arkansas,South Region,West South Central Division,Y2016,0,3,1,5,1,0,0,0
G37135,"Harrison, MI",37135,Michigan,Midwest Region,East North Central Division,Y2016,0,1,2,2,0,0,1,0
G37145,"Harrison, OH--IN",37145,Ohio,Midwest Region,East North Central Division,Y2016,0,1,1,3,0,0,0,0
G37189,"Harrisonville, MO",37189,Missouri,Midwest Region,West North Central Division,Y2016,0,1,0,2,1,0,0,0
G37216,"Harrodsburg, KY",37216,Kentucky,South Region,East South Central Division,Y2016,0,1,1,1,0,0,0,0
G37232,"Hart, MI",37232,Michigan,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G37324,"Hartford City, IN",37324,Indiana,Midwest Region,East North Central Division,Y2016,0,1,0,2,0,0,0,0
G37378,"Hartshorne, OK",37378,Oklahoma,South Region,West South Central Division,Y2016,0,1,0,0,0,0,0,0
G37405,"Hartsville, SC",37405,South Carolina,South Region,South Atlantic Division,Y2016,0,1,1,5,1,0,0,0
G37486,"Haskell, TX",37486,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G37567,"Hastings, NE",37567,Nebraska,Midwest Region,West North Central Division,Y2016,0,1,2,4,1,0,0,0
G37648,"Havana, IL",37648,Illinois,Midwest Region,East North Central Division,Y2016,0,1,0,0,0,0,1,0
G37675,"Havelock, NC",37675,North Carolina,South Region,South Atlantic Division,Y2016,0,2,1,2,1,0,0,1
G37729,"Hawkinsville, GA",37729,Georgia,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G37756,"Hawthorne, NV",37756,Nevada,West Region,Mountain Division,Y2016,0,1,0,1,0,0,0,0
G37783,"Hays, KS",37783,Kansas,Midwest Region,West North Central Division,Y2016,0,1,0,3,1,0,0,0
G37837,"Hazard, KY",37837,Kentucky,South Region,East South Central Division,Y2016,0,2,1,3,0,0,0,0
G37891,"Hazlehurst, GA",37891,Georgia,South Region,South Atlantic Division,Y2016,0,2,0,3,1,0,0,0
G37918,"Hazlehurst, MS",37918,Mississippi,South Region,East South Central Division,Y2016,0,1,3,2,1,0,0,1
G37972,"Hearne, TX",37972,Texas,South Region,West South Central Division,Y2016,0,1,1,1,0,0,0,0
G37999,"Heavener, OK",37999,Oklahoma,South Region,West South Central Division,Y2016,0,2,2,0,0,0,0,1
G38026,"Hebbronville, TX",38026,Texas,South Region,West South Central Division,Y2016,0,1,2,0,0,0,0,0
G38080,"Heber Springs, AR",38080,Arkansas,South Region,West South Central Division,Y2016,0,2,0,3,1,0,0,0
G38134,"Hebron, IN",38134,Indiana,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G38172,"Helena-West Helena, AR",38172,Arkansas,South Region,West South Central Division,Y2016,0,2,4,2,1,0,0,0
G38242,"Hempstead, TX",38242,Texas,South Region,West South Central Division,Y2016,0,1,2,4,1,0,1,1
G38269,"Henderson, NC",38269,North Carolina,South Region,South Atlantic Division,Y2016,0,3,2,8,1,1,0,0
G38296,"Henderson, TN",38296,Tennessee,South Region,East South Central Division,Y2016,0,1,0,2,0,0,0,0
G38323,"Henderson, TX",38323,Texas,South Region,West South Central Division,Y2016,0,2,1,3,1,0,0,0
G38350,"Henrietta, TX",38350,Texas,South Region,West South Central Division,Y2016,0,1,0,0,0,0,0,0
G38404,"Henryetta, OK",38404,Oklahoma,South Region,West South Central Division,Y2016,0,2,0,2,1,0,0,0
G38431,"Hereford, TX",38431,Texas,South Region,West South Central Division,Y2016,0,1,1,3,1,0,0,0
G38580,"Heyworth, IL",38580,Illinois,Midwest Region,East North Central Division,Y2016,0,1,1,0,0,0,0,0
G38674,"Hicksville, OH",38674,Ohio,Midwest Region,East North Central Division,Y2016,0,1,0,0,0,0,0,0
G38794,"Highland Oaks, TX",38794,Texas,South Region,West South Central Division,Y2016,0,1,2,0,0,0,0,0
G38863,"Hillsboro, IL",38863,Illinois,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G38917,"Hillsboro, OH",38917,Ohio,Midwest Region,East North Central Division,Y2016,0,1,1,5,1,0,0,0
G38944,"Hillsboro, TX",38944,Texas,South Region,West South Central Division,Y2016,0,1,0,2,1,0,0,0
G38971,"Hillsborough, NH",38971,New Hampshire,Northeast Region,New England Division,Y2016,0,1,0,1,0,0,0,0
G38998,"Hillsdale, MI",38998,Michigan,Midwest Region,East North Central Division,Y2016,0,1,0,3,1,0,0,0
G39025,"Hilmar-Irwin, CA",39025,California,West Region,Pacific Division,Y2016,0,1,0,1,0,0,0,0
G39160,"Hinton, WV",39160,West Virginia,South Region,South Atlantic Division,Y2016,0,1,0,2,0,0,0,0
G39187,"Hobart, OK",39187,Oklahoma,South Region,West South Central Division,Y2016,0,1,0,3,1,0,0,0
G39214,"Hobbs, NM",39214,New Mexico,West Region,Mountain Division,Y2016,0,2,3,7,1,0,1,0
G39241,"Hodgenville, KY",39241,Kentucky,South Region,East South Central Division,Y2016,0,1,0,1,0,0,0,0
G39268,"Hohenwald, TN",39268,Tennessee,South Region,East South Central Division,Y2016,0,1,2,1,0,0,0,0
G39322,"Holbrook, AZ",39322,Arizona,West Region,Mountain Division,Y2016,0,1,0,1,0,0,0,0
G39376,"Holdenville, OK",39376,Oklahoma,South Region,West South Central Division,Y2016,0,1,1,2,1,0,1,0
G39403,"Holdrege, NE",39403,Nebraska,Midwest Region,West North Central Division,Y2016,0,1,0,2,0,0,0,0
G39457,"Hollandale, MS",39457,Mississippi,South Region,East South Central Division,Y2016,0,1,0,1,0,0,0,0
G39538,"Holly, MI",39538,Michigan,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G39592,"Holton, KS",39592,Kansas,Midwest Region,West North Central Division,Y2016,0,1,1,0,0,0,0,0
G39673,"Homer, LA",39673,Louisiana,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G39700,"Homerville, GA",39700,Georgia,South Region,South Atlantic Division,Y2016,0,1,1,1,0,0,0,0
G39727,"Hominy, OK",39727,Oklahoma,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G39781,"Hondo, TX",39781,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G39808,"Honea Path, SC",39808,South Carolina,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G39821,"Honeoye Falls, NY",39821,New York,Northeast Region,Middle Atlantic Division,Y2016,0,1,1,1,0,0,0,0
G39835,"Honesdale, PA",39835,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2016,0,1,2,3,0,0,1,0
G39943,"Hooks, TX",39943,Texas,South Region,West South Central Division,Y2016,0,1,1,0,0,0,0,0
G39970,"Hoopeston, IL",39970,Illinois,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G40024,"Hope, AR",40024,Arkansas,South Region,West South Central Division,Y2016,0,1,2,3,1,0,1,0
G40078,"Hopkinsville, KY",40078,Kentucky,South Region,East South Central Division,Y2016,0,5,2,9,1,0,0,0
G40132,"Hornell, NY",40132,New York,Northeast Region,Middle Atlantic Division,Y2016,0,2,1,3,1,0,0,0
G40186,"Horse Cave, KY",40186,Kentucky,South Region,East South Central Division,Y2016,0,2,1,2,0,0,0,0
G40189,"Horseshoe Bay, TX",40189,Texas,South Region,West South Central Division,Y2016,0,1,0,0,0,0,0,0
G40321,"Houghton Lake, MI",40321,Michigan,Midwest Region,East North Central Division,Y2016,0,1,1,2,0,0,0,0
G40402,"Houston, MS",40402,Mississippi,South Region,East South Central Division,Y2016,0,1,0,2,1,0,0,0
G40456,"Houtzdale, PA",40456,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2016,0,1,0,1,0,0,0,1
G40537,"Hudson, NY",40537,New York,Northeast Region,Middle Atlantic Division,Y2016,0,1,2,3,0,0,0,0
G40564,"Hugo, OK",40564,Oklahoma,South Region,West South Central Division,Y2016,0,1,0,3,1,0,0,0
G40591,"Hugoton, KS",40591,Kansas,Midwest Region,West North Central Division,Y2016,0,1,0,2,0,0,0,0
G40618,"Humboldt, IA",40618,Iowa,Midwest Region,West North Central Division,Y2016,0,1,1,1,0,0,0,0
G40645,"Humboldt, TN",40645,Tennessee,South Region,East South Central Division,Y2016,0,1,1,3,1,0,0,0
G40672,"Huntingburg, IN",40672,Indiana,Midwest Region,East North Central Division,Y2016,0,1,0,2,0,0,0,0
G40699,"Huntingdon, PA",40699,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2016,0,1,0,2,0,0,0,0
G40726,"Huntington, IN",40726,Indiana,Midwest Region,East North Central Division,Y2016,0,2,1,4,1,0,0,0
G40807,"Huntsville, TX",40807,Texas,South Region,West South Central Division,Y2016,0,2,1,3,1,1,1,0
G40915,"Hutchinson, KS",40915,Kansas,Midwest Region,West North Central Division,Y2016,0,3,1,8,1,0,0,0
G40955,"Huxley, IA",40955,Iowa,Midwest Region,West North Central Division,Y2016,0,1,0,0,0,0,0,0
G40969,"Idabel, OK",40969,Oklahoma,South Region,West South Central Division,Y2016,0,1,2,3,1,0,0,1
G41023,"Ilion--Herkimer, NY",41023,New York,Northeast Region,Middle Atlantic Division,Y2016,0,2,3,4,1,0,0,0
G41131,"Independence, IA",41131,Iowa,Midwest Region,West North Central Division,Y2016,0,1,0,0,0,0,0,0
G41158,"Independence, KS",41158,Kansas,Midwest Region,West North Central Division,Y2016,0,2,0,3,1,0,0,0
G41185,"Indiana, PA",41185,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2016,0,3,0,6,1,0,1,0
G41239,"Indianola, IA",41239,Iowa,Midwest Region,West North Central Division,Y2016,0,1,0,3,1,0,0,0
G41266,"Indianola, MS",41266,Mississippi,South Region,East South Central Division,Y2016,0,1,3,2,1,0,0,0
G41360,"Ingleside--Aransas Pass, TX",41360,Texas,South Region,West South Central Division,Y2016,0,2,0,2,1,0,0,0
G41374,"Interlachen, FL",41374,Florida,South Region,South Atlantic Division,Y2016,0,1,0,2,1,0,0,0
G41401,"International Falls, MN",41401,Minnesota,Midwest Region,West North Central Division,Y2016,0,1,1,2,0,0,0,0
G41536,"Ionia, MI",41536,Michigan,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,1,0
G41563,"Iowa, LA",41563,Louisiana,South Region,West South Central Division,Y2016,0,1,0,3,1,0,0,0
G41617,"Iowa Falls, IA",41617,Iowa,Midwest Region,West North Central Division,Y2016,0,1,0,1,0,0,0,0
G41644,"Iowa Park, TX",41644,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G41725,"Ironton, MO",41725,Missouri,Midwest Region,West North Central Division,Y2016,0,1,1,2,0,0,0,0
G41806,"Irvine, KY",41806,Kentucky,South Region,East South Central Division,Y2016,0,2,0,0,0,0,0,0
G41941,"Itta Bena, MS",41941,Mississippi,South Region,East South Central Division,Y2016,0,1,0,0,0,0,0,0
G42022,"Jackson, AL",42022,Alabama,South Region,East South Central Division,Y2016,0,1,0,1,0,0,0,0
G42076,"Jackson, GA",42076,Georgia,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,1,0
G42103,"Jackson, KY",42103,Kentucky,South Region,East South Central Division,Y2016,0,1,0,0,0,0,0,0
G42373,"Jacksonville, IL",42373,Illinois,Midwest Region,East North Central Division,Y2016,0,2,0,4,1,0,0,0
G42427,"Jacksonville, TX",42427,Texas,South Region,West South Central Division,Y2016,0,2,0,3,1,0,0,0
G42439,"Jackson--Wellston, OH",42439,Ohio,Midwest Region,East North Central Division,Y2016,0,2,5,4,1,0,0,0
G42454,"Jaffrey, NH",42454,New Hampshire,Northeast Region,New England Division,Y2016,0,1,0,0,0,0,0,0
G42481,"Jamestown, NY",42481,New York,Northeast Region,Middle Atlantic Division,Y2016,0,5,2,11,1,0,0,1
G42535,"Jamestown, OH",42535,Ohio,Midwest Region,East North Central Division,Y2016,0,1,1,0,0,0,0,0
G42616,"Jasper, AL",42616,Alabama,South Region,East South Central Division,Y2016,0,5,1,6,1,0,0,0
G42643,"Jasper, FL",42643,Florida,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G42670,"Jasper, GA",42670,Georgia,South Region,South Atlantic Division,Y2016,0,1,1,4,1,0,0,0
G42697,"Jasper, IN",42697,Indiana,Midwest Region,East North Central Division,Y2016,0,2,2,6,1,0,0,1
G42724,"Jasper, TN",42724,Tennessee,South Region,East South Central Division,Y2016,0,1,0,1,0,0,0,0
G42751,"Jasper, TX",42751,Texas,South Region,West South Central Division,Y2016,0,1,0,2,1,0,0,0
G42805,"Jeanerette, LA",42805,Louisiana,South Region,West South Central Division,Y2016,0,1,1,1,0,0,0,1
G42832,"Jean Lafitte, LA",42832,Louisiana,South Region,West South Central Division,Y2016,0,1,1,0,0,0,0,0
G42849,"Jefferson, GA",42849,Georgia,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G42859,"Jefferson, IA",42859,Iowa,Midwest Region,West North Central Division,Y2016,0,1,0,2,0,0,0,0
G42870,"Jefferson, NC",42870,North Carolina,South Region,South Atlantic Division,Y2016,0,2,4,2,0,0,0,0
G42913,"Jefferson, OH",42913,Ohio,Midwest Region,East North Central Division,Y2016,0,1,0,2,0,0,0,0
G42994,"Jena, LA",42994,Louisiana,South Region,West South Central Division,Y2016,0,1,1,1,0,0,0,0
G43021,"Jennings, LA",43021,Louisiana,South Region,West South Central Division,Y2016,0,1,0,3,1,0,0,0
G43064,"Jersey Shore, PA",43064,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2016,0,1,2,2,0,0,0,0
G43075,"Jerseyville, IL",43075,Illinois,Midwest Region,East North Central Division,Y2016,0,1,1,3,1,0,0,0
G43102,"Jesup, GA",43102,Georgia,South Region,South Atlantic Division,Y2016,0,2,1,4,1,0,1,0
G43237,"Johnston City, IL",43237,Illinois,Midwest Region,East North Central Division,Y2016,0,1,1,0,0,0,0,0
G43372,"Jonesboro, LA",43372,Louisiana,South Region,West South Central Division,Y2016,0,1,0,1,1,0,0,0
G43480,"Junction, TX",43480,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G43507,"Junction City, KS",43507,Kansas,Midwest Region,West North Central Division,Y2016,0,2,1,3,2,0,0,0
G43571,"Juneau, WI",43571,Wisconsin,Midwest Region,East North Central Division,Y2016,0,1,0,2,0,0,0,0
G43604,"Justin, TX",43604,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G43804,"Kalkaska, MI",43804,Michigan,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G43858,"Kane, PA",43858,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2016,0,1,1,2,0,0,0,0
G43993,"Kaplan, LA",43993,Louisiana,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G44020,"Karnes City, TX",44020,Texas,South Region,West South Central Division,Y2016,0,1,0,0,0,0,0,0
G44047,"Kasson, MN",44047,Minnesota,Midwest Region,West North Central Division,Y2016,0,1,0,1,0,0,0,0
G44074,"Kaufman, TX",44074,Texas,South Region,West South Central Division,Y2016,0,2,2,2,0,0,0,0
G44155,"Kearney, MO",44155,Missouri,Midwest Region,West North Central Division,Y2016,0,1,0,1,0,0,0,1
G44182,"Kearney, NE",44182,Nebraska,Midwest Region,West North Central Division,Y2016,0,1,1,7,1,0,0,0
G44371,"Kendallville, IN",44371,Indiana,Midwest Region,East North Central Division,Y2016,0,1,0,3,1,0,1,0
G44398,"Kenedy, TX",44398,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G44452,"Kennett, MO",44452,Missouri,Midwest Region,West North Central Division,Y2016,0,1,1,4,1,0,1,0
G44533,"Kenton, OH",44533,Ohio,Midwest Region,East North Central Division,Y2016,0,1,1,4,1,0,0,0
G44560,"Keokuk, IA--IL",44560,Iowa,Midwest Region,West North Central Division,Y2016,0,2,1,3,1,0,0,0
G44614,"Kermit, TX",44614,Texas,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G44641,"Kerrville, TX",44641,Texas,South Region,West South Central Division,Y2016,0,2,2,3,1,0,0,0
G44722,"Kewanee, IL",44722,Illinois,Midwest Region,East North Central Division,Y2016,0,1,1,4,1,0,0,0
G44803,"Keyser, WV--MD",44803,West Virginia,South Region,South Atlantic Division,Y2016,0,1,1,3,1,0,0,0
G44830,"Keystone Heights, FL",44830,Florida,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G44884,"Kiel--New Holstein, WI",44884,Wisconsin,Midwest Region,East North Central Division,Y2016,0,1,0,1,0,0,0,0
G44938,"Kilgore, TX",44938,Texas,South Region,West South Central Division,Y2016,0,2,2,2,1,0,0,0
G45032,"Kimberling City, MO",45032,Missouri,Midwest Region,West North Central Division,Y2016,0,1,0,1,0,0,0,0
G45100,"Kingfisher, OK",45100,Oklahoma,South Region,West South Central Division,Y2016,0,1,0,1,0,0,0,0
G45112,"King George, VA",45112,Virginia,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G45154,"Kingman, KS",45154,Kansas,Midwest Region,West North Central Division,Y2016,0,1,0,1,0,0,0,0
G45289,"Kingstree, SC",45289,South Carolina,South Region,South Atlantic Division,Y2016,0,2,1,3,0,0,0,0
G45316,"Kingsville, TX",45316,Texas,South Region,West South Central Division,Y2016,0,2,2,2,1,0,1,0
G45343,"Kingwood, WV",45343,West Virginia,South Region,South Atlantic Division,Y2016,0,1,0,1,0,0,0,0
G45397,"Kinston, NC",45397,North Carolina,South Region,South Atlantic Division,Y2016,0,5,2,8,1,0,1,1
G45424,"Kirksville, MO",45424,Missouri,Midwest Region,West North Central Division,Y2016,0,2,0,3,1,0,0,0
G45478,"Kittanning--Ford City, PA",45478,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2016,0,2,2,3,1,0,0,0
